amount,drivetrain,payment_year,disadvantaged,publicorprivate,grossvehicleweight,manufacturer,vocationaluse,infrastructure,county,assemblydistrict,senatedistrict,air_district,censustract,fleetzipcode
150000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 54,Senate District 26,South Coast AQMD,Tract 06037265301,ZIP Code 90095
150000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 54,Senate District 26,South Coast AQMD,Tract 06037265301,ZIP Code 90095
121000,ZEV-BEV,2019,Yes,Public,"26,001 - 33,000","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Sonoma County,Assembly District 10,Senate District 02,Bay Area AQMD,Tract 06097153200,ZIP Code 95407
150000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 25,Senate District 10,Bay Area AQMD,Tract 06085505100,ZIP Code 95110
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
111000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
111000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
111000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
101000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
135000,ZEV-BEV,2019,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019007100,ZIP Code 93662
135000,ZEV-BEV,2019,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019007100,ZIP Code 93662
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
156000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Orange County,Assembly District 74,Senate District 37,South Coast AQMD,Tract 06059062614,ZIP Code 92617
130000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Marin County,Assembly District 10,Senate District 02,Bay Area AQMD,Tract 06041112202,ZIP Code 94901
150000,ZEV-BEV,2019,No,Public,"33,001 and up",GILLIG LLC,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 50,Senate District 26,South Coast AQMD,Tract 06037701902,ZIP Code 90401
96000,ZEV-BEV,2019,No,Private,"14,001 - 19,500","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 70,Senate District 26,South Coast AQMD,Tract 06037599000,ZIP Code 90704
96000,ZEV-BEV,2019,No,Private,"14,001 - 19,500","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 70,Senate District 26,South Coast AQMD,Tract 06037599000,ZIP Code 90704
96000,ZEV-BEV,2019,No,Private,"14,001 - 19,500","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 70,Senate District 26,South Coast AQMD,Tract 06037599000,ZIP Code 90704
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Shasta County,Assembly District 01,Senate District 01,Shasta County AQMD,Tract 06089010400,ZIP Code 96001
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
156000,ZEV-BEV,2019,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085511705,ZIP Code 94304
165000,ZEV-BEV,2019,Yes,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Riverside County,Assembly District 56,Senate District 28,South Coast AQMD,Tract 06065049500,ZIP Code 92201
175000,ZEV-BEV,2019,Yes,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Riverside County,Assembly District 56,Senate District 28,South Coast AQMD,Tract 06065049500,ZIP Code 92201
101000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Francisco County,Assembly District 17,Senate District 11,Bay Area AQMD,Tract 06075060700,ZIP Code 94143
101000,ZEV-BEV,2019,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Francisco County,Assembly District 17,Senate District 11,Bay Area AQMD,Tract 06075060700,ZIP Code 94143
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067007101,ZIP Code 95837
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067007101,ZIP Code 95837
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067007101,ZIP Code 95837
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067007101,ZIP Code 95837
120000,ZEV-BEV,2019,No,Public,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067007101,ZIP Code 95837
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2019,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
